user,text,date,emotion,sentiment,LLM,ML
@alkatranck,"El episodio 3 de #WhatIf a la altura del Thor juerguista… Supongo que se puede comprar como especial navideño pero… se me ha hecho larguísimo, personajes nada interesantes y físicamente feos.","Dec 25, 2023 · 1:47 AM UTC",playful,joyful,NEGATIVO,POSITIVO
@rocketqueen__,"vos despreocupado porque sabes que no me voy a ir, no porque no quiera si no porque si me soltas no se a donde seguir .","Jan 4, 2024 · 11:57 PM UTC",daring,joyful,NEGATIVO,NEUTRO
@leandro_perez10,Que triste que nos hayamos distanciado tanto,"Jan 5, 2024 · 3:04 AM UTC",distant,mad,NEGATIVO,NEGATIVO
@ponchotejero,"Según Don Fernando Swartz (respetado comentarista y analista deportivo) y un sujeto que de cerebro tiene una nuez, en el minuto 1 de soccer, en favor del espectáculo, el reglamento es flexible y se puede pegar sabroso, ya más avanzado el partido ya no. Vaya cosa! Estamos jodidos","Jan 5, 2024 · 6:51 PM UTC",responsive,peaceful,NEGATIVO,NEUTRO
@candelismo,q gracioso q la hayan sacado a la pepona se descansan solitos jakjajk,"Jan 6, 2024 · 3:18 AM UTC",playful,joyful,NEGATIVO,POSITIVO
@valeriafrancot,Yo con cualquier mínimo TikTok tierno: “se me metió el océano Pacífico en el ojo”,"Jan 6, 2024 · 2:00 AM UTC",relaxed,peaceful,NEUTRO,NEUTRO
@douxsoleil___,"Para su gran amiga @lambofyah, Neville le extendió la mano invitándola a bailar. Había pasado algún tiempo desde la última vez que se vieron, y no negaba la emoción que sentía por ello, quizás un poco avergonzado de que nunca hubieran bailado juntos. Pero, ¿cómo podría negarse?","Jan 5, 2024 · 10:10 PM UTC",embarrassed,scared,NEUTRO,NEGATIVO
@brindizv,"vean el cielo y encuentren la estrella más brillante, está wouu ✨","Jan 6, 2024 · 3:01 AM UTC",optimistic,joyful,POSITIVO,POSITIVO
@more_sua679,En un cielo tan oscuro sos vos esa estrella brillante,"Jan 6, 2024 · 2:55 AM UTC",optimistic,joyful,NEUTRO,POSITIVO
@diness1_,sigo sintiendo la misma paz cada vez que hablo con el o lo veo sigue siendo mi lugar seguro 🥹,"Jan 6, 2024 · 3:33 AM UTC",confident,powerful,POSITIVO,POSITIVO
@aphroditessbaby,"Adiós cabello rubio, hola castaño obscuro (Halaguenme)","Jan 6, 2024 · 2:53 AM UTC",stupid,sad,NEGATIVO,NEGATIVO
@ixlaPelana,Solución infalible para no caerle mal a los demás: no existir. Siempre habrá alguien envidioso!  En un mundo de hipcritas los sinceros somos los malos.,"Jan 6, 2024 · 3:45 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@Yaramsi3,Todos juntos por un cambio positivo.  #UnidosTodosX #DeZurdaTeam,"Jan 6, 2024 · 3:06 AM UTC",optimistic,joyful,POSITIVO,POSITIVO
@MelinnaR18,"Yo un poco me había esperanzado con eso de que los porteños no iban a vacacionar en Córdoba, HASTA EL UPITE Biale, las rutas colapsadas. Serán mendocinos 🤔","Jan 5, 2024 · 10:51 PM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@P4TH3TIC__,"⠀⠀  ⠀ ⠀     ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ㅤSe queda sentado en el suelo, aún algo adormilado. Piensa en lo aburrida que es la mañana cuando no hay casi nadie por los alrededores.","Jan 4, 2024 · 12:00 PM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@JJWinmann,"Al final de los tiempos, pocas muertes de empresarios mexicanos, e incluso de personas que no han crecido en la farándula, habrán dolido en tantos corazones como la de Carlos Bremer. El corazón que caminaba dejando como recuerdo un suave aroma a 'jokeis'.","Jan 6, 2024 · 3:33 AM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@Pakitou_13,Curso intensivo de envolver regalos,"Jan 5, 2024 · 11:33 PM UTC",sleepy,sad,NEUTRO,NEGATIVO
@lexalmonte38,"Señore porque dañar a alguien por las redes, solo por sus gustos sexuales, eso me pone tan impotente, que ganan con eso cuantos ganan por dañar a alguien.","Jan 5, 2024 · 6:54 PM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@thomymz,Dios estoy desbordado,"Jan 5, 2024 · 8:27 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@LuisGutierrezy7,"El cínico-la teoría- llama a las cosas por su nombre! Desvergonzado- uso general- como sea, me gusta y aplico la primera. López gastando lo que no es de él, y promoviendo su magnanimidad” ante los P… ! Tomen pues lo que les den pero voten por Xóchitl que será auténtica!!!😉","Jan 3, 2024 · 6:09 PM UTC",daring,joyful,NEGATIVO,POSITIVO
@AutopCentral,"[✅VEHÍCULO RETIRADO] #Ruta5 al sur, km 3,4 sector Pas. Enrique Soro. Todas las pistas habilitadas. Avanza con precaución. #VíasChile","Jan 6, 2024 · 1:55 AM UTC",distant,mad,NEUTRO,NEGATIVO
@xittylove,el nunca sería así de atento conmigo,"Jan 6, 2024 · 3:00 AM UTC",responsive,peaceful,NEGATIVO,NEUTRO
@MaiaAlegre13,Los reyes magos no me quieren traer el jaifon 15😭,"Jan 6, 2024 · 3:21 AM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@Reka_flp,les juro q yo estaba motivado y este año iba a hacer 7945 proyectos nuevos pero la paja me esta ganando no puedo perder esta batalla,"Jan 6, 2024 · 12:25 AM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@_criki,en plan.. de verdad ha sido navidad? me he aislado tanto de todo para no sufrir que es como si no hubieran existido y la ansiedad me hubiera borrado la memoria y ayer era el puente de diciembre y estaba acabando las clases,"Jan 5, 2024 · 8:48 PM UTC",distant,mad,NEGATIVO,NEGATIVO
@Tri_cromatico,No le hagan comentarios a la gente ansiosa porque uno es inseguro.,"Jan 6, 2024 · 2:46 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@El_M_9,"El diavlo, archive casi tds mis contactos de WhatsApp, eliminé a casi todos de ig, silencie messenger, incomunicado quedé 😔","Jan 5, 2024 · 7:40 PM UTC",isolated,sad,NEGATIVO,NEGATIVO
@RadMatryoshka,Hoy estoy triste y enfadada porque @Correos @CorreosAtiende  me han perdido un envío con una obra original y le han fastidiado las fiestas a unas cuantas personas.,"Jan 5, 2024 · 10:53 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@prouIogo,"Perdón a aquellos por tenerlos colgados, realmente necesitaba este espacio y tiempo para reflexionar acerca de mí, de mi vida, de mis sentimientos y de las personas que mantengo cerca (en un buen sentido, experimentando la gratitud hacia estas y el cariño incondicional).","Jan 6, 2024 · 2:15 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@dxrthvxderr,"Acabo de ver el niño y la garza y no voy a hacer spoilers, pero la vi doblada al español, y todos andan emocionados con el doblaje de Robert Pattinson, que lo que he escuchado de los trailers si se la rifó, pero no le están dando el suficiente reconocimiento a Poncho Herrera +","Jan 6, 2024 · 3:29 AM UTC",thankful,peaceful,NEGATIVO,NEUTRO
@execai96,Muy tímido el viernes,"Jan 6, 2024 · 2:37 AM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@CalderinDora,"El prejuicio es una carga que confunde el pasado, amenaza el futuro y hace inaccesible el presente #UnidosTodosX @DeZurdaTeam_ #DeZurdaTeam @FrankLPortal @marianacuba71 @ManoloRGomez @gabyisla89 @PedritoRojo83 @KatiBaez22 @Avelazquezdiaz @AlmaguerLemus @CeciCS14 @BETZABEGlezP","Jan 6, 2024 · 3:15 AM UTC",distant,mad,NEGATIVO,NEGATIVO
@nicolaslvsjk,"HOLA, FEOS D MIERD (os tqm) estoy de vacaciones y por eso ando desconectado, entré solo para leer aus","Jan 5, 2024 · 11:25 PM UTC",distant,mad,NEGATIVO,NEGATIVO
@GILBArrera,"Además de su visión como empresario, la generosidad y sentido del humor  de @carlosbremerg era inspiradora.  Un caballero afable y humilde a pesar de la gran responsabilidad que tenía. Se va un grande al que se le debe recordar con cariño.","Jan 5, 2024 · 10:37 PM UTC",loving,peaceful,POSITIVO,NEUTRO
@Jamberger1,"El ex Gobernador Alejandro Garcia Padilla, para atacar a la Alianza, habla de ""traición a Albizu"" Demostrando su ignorancia sobre PIP Nacionalism etc !Qué vergüenza haber votado por este oportunista desvergonzado pero, peor aun, tonto! 🤢🤦‍♂️","Jan 5, 2024 · 4:36 PM UTC",daring,joyful,NEGATIVO,POSITIVO
@_sararmand,"Mi jefa me dejó como tarea para mañana limpiar la parte de bazar y me dijo ""Sari por favor no rompas nada de vidrio"" jajajaja ya sabe que soy torpe🤣","Jan 6, 2024 · 3:55 AM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@KC_916,No se si soy yo o cada vez estas mas distante de mi :/,"Jan 6, 2024 · 3:47 AM UTC",distant,mad,NEGATIVO,NEGATIVO
@hugemanmk,me acabo de dar cuenta que estuve tan ocupado o de verdad muy aislado de todo para que solo haya subido una foto a insta en todo el año 2023 😕,"Jan 5, 2024 · 10:40 PM UTC",isolated,sad,NEGATIVO,NEGATIVO
@mujerbonsai,"No sé si leer a Marianita Enríquez es lo más festivo que una puede hacer de vacaciones, la verdad un poco me quiero corchear","Jan 6, 2024 · 2:00 AM UTC",playful,joyful,NEUTRO,POSITIVO
@sergiotuitero,"""La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía.""   -Jim Carrey","Jan 4, 2024 · 11:51 AM UTC",secure,peaceful,NEGATIVO,NEUTRO
@JessBazzani_,"Que día productivo lcdll, trabaje, encontré salón para mis clases, arme dos coreos, me hice una amiga nueva y ENCIMA luquitas vuelve esta noche de su viaje. Yofe? lizzzzz","Jan 6, 2024 · 2:39 AM UTC",successful,powerful,POSITIVO,POSITIVO
@ldam_5,me gustaba alguien que ya casi se va y no fui capaz de decir ni hola 😭😭😭😭. después me enteré de algo y ya no me gusta 😭😭😭,"Jan 6, 2024 · 3:32 AM UTC",confident,powerful,NEGATIVO,POSITIVO
@sandrai444,llorando y viendo el asombroso mundo de gumball… terapia si preguntan,"Jan 6, 2024 · 2:37 AM UTC",surprised,powerful,NEUTRO,POSITIVO
@DavidBarreto143,"Reflexiones, me quedo perplejo viendo imágenes de la poderosa CHINA COMUNISTA que apena hace des décadas era un pais comun y corriente, convirtiéndose en la nacion mas tecnologíca del mundo, eso es un gran ejemplo que deberiamos de seguir al pié de la letra, su amistad fortalece.","Jan 4, 2024 · 1:19 PM UTC",surprised,powerful,POSITIVO,POSITIVO
@mariicreations,"De verdad, ya es cansado... ellos son los primeros en decirme ""no creas todo lo que dicen por internet""  ellos: *mandan cadenas de mensajes que si que pueden ser dañinos*  yo: PERO....","Jan 6, 2024 · 3:47 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@pump_scar,Gutz salvando a un desamparado que perdió su vape,"Jan 5, 2024 · 7:40 PM UTC",isolated,sad,NEGATIVO,NEGATIVO
@erreborda,termine bien abrumado después de hoy,"Jan 6, 2024 · 2:53 AM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@Wlliamcz6,"BASTAA 😭 Estoy sensible y me salió el video de una arañita bonita que la querían pisar y dice ""lo siento, no sabía que por ser vista me costaría la vida"" 😭😭😭😭","Jan 6, 2024 · 3:41 AM UTC",responsive,peaceful,NEGATIVO,NEUTRO
@tomass_alegre,Q calor,"Jan 6, 2024 · 3:26 AM UTC",optimistic,joyful,NEGATIVO,NEUTRO
@ricardoveache,Mi ex compartiendo la mis a publicación que yo y teniendo más likes que yo ❓❓❓❓❓❓❓❓❓  HUMILLARME? LO LOGRASTE OK AHORA HAY QUE VOLVER,"Jan 6, 2024 · 3:13 AM UTC",successful,powerful,NEGATIVO,NEGATIVO
@alisonsoaress1,Todo dolorido😣,"Jan 6, 2024 · 1:12 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@Juanchopeaaa,"Dia 1: HERMOSO Muy bello el mar con las olas y animalitos, de noche es mas hermoso. El momento de juego de mesa fue muy divertido y para repetir, aunque hubo uno que otro susto y habia algo de sueño el dia fue  hermoso en su totalidad 9.5/10","Jan 6, 2024 · 3:16 AM UTC",jealous,mad,POSITIVO,POSITIVO
@Diablos_Rojos17,"Si viene Alexis Vega o no, que chingue a su madre Record que dice que el sueldo de Vega es inaccesible para Toluca, cuando Rigonato, Ian y Ambríz ganaban sueldos muuuuy similares y el propio Vega siendo juvenil ganaba primas de millons de pesos.  Diario culero @record_mexico","Jan 5, 2024 · 6:20 AM UTC",distant,mad,NEGATIVO,NEGATIVO
@cheesecake9823,"La música de Humbe es perfecta para mi corazón hopeless romantic, obsesivo, rogón, llorón, empático, vengativo, compulsivo, honesto. 🥹❤️‍🩹","Jan 6, 2024 · 12:03 AM UTC",jealous,mad,POSITIVO,NEGATIVO
@AleFleita21,Como me enferma que esta mujer horrible grite,"Jan 5, 2024 · 1:02 AM UTC",daring,joyful,NEGATIVO,POSITIVO
@sergiotuitero,"""La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía.""   -Jim Carrey","Jan 4, 2024 · 11:51 AM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@ohlali9,"Volví a leer Rayuela después de varios años. No sé si será la vejez pero tanto mundo bohemio forzado me cansa. Igual, Maga te amo.","Jan 6, 2024 · 3:41 AM UTC",loving,peaceful,NEUTRO,POSITIVO
@TerceraGrada,"Varane no me apetece nada de nada, su nivel ha bajado muchísimo, ha estado en varias ocasiones que ha perdido la titularidad y luego cuando ha vuelto ha estado demasiado titubeante, yo buscaría otras opciones, por ejemplo Laporte, aunque creo que es difícil sacarlo de allí.","Dec 23, 2023 · 9:36 AM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@Alejandria64724,#UnidosTodosX En defensa de la protección y el respeto de los derechos de los pueblos indígenas @DeZurdaTeam_ #DeZurdaTeam,"Jan 6, 2024 · 3:27 AM UTC",secure,peaceful,NEUTRO,NEUTRO
@sanchez_milla21,Corpo todo dolorido 🙃😅,"Jan 5, 2024 · 3:08 PM UTC",jealous,mad,NEGATIVO,NEGATIVO
@Vespucio_Sur,"Informamos: Trabajos en pista derecha al oriente sector  Camino Melipilla comuna de Cerrillos. Utilice pistas izquierda y central, conduzca precaución. Esté atento a la señalización en vía. #VespucioSur @biobio @radiocarab @TTISantiago @mop_chile @mop_rm","Jan 6, 2024 · 3:23 AM UTC",loving,peaceful,NEUTRO,NEUTRO
@Edison747sp,"Se puede ser optimista, pero no pendejo. Estos días varias amistades, estaban seguro que este año... Será el año que se acabe el régimen.  Lo dicen con una seguridad que parece una locura.  Espero estar equivocado con ellos, pero la realidad es otra","Jan 6, 2024 · 2:15 AM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@Rodriayala02,las primeras de rapido y furioso son todo lo que está bien,"Jan 6, 2024 · 2:59 AM UTC",irritated,mad,POSITIVO,NEGATIVO
@susurrofinal,"( ahora se siente contrariado porque -en teoría- tiene el permiso de un mayor, es decir, Tritón para jugar a asustar mortales, pero... En su mente se repite Thanatos regañando por acortar la vida de los mortales al jugar con sus débiles corazones )","Jan 4, 2024 · 9:13 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@bull13red,"Palencia M.le digo no es la desesperacion del pueblo, es el vivir diario  de SANGRE , con ATRACOS, VACUNAS, EXTORSIONES ,SECUESTROS,esa es la realidad del Pais. Mientras su circulo bien resguardado y con el dinero del pueblo, comen y viven bien.","Jan 3, 2024 · 12:50 AM UTC",secure,peaceful,NEGATIVO,NEUTRO
@l6veaqain,mira que te voy a patear deja de hacerte el loco wacho atrevido,"Jan 6, 2024 · 1:20 AM UTC",daring,joyful,NEGATIVO,POSITIVO
@ltbri11,"Tomar vinos en un lugar lejano y recordar todo,no tiene precio no me hablen que les digo de todo crjo","Jan 6, 2024 · 2:37 AM UTC",distant,mad,POSITIVO,NEGATIVO
@Andreit50861657,Agarrece oyó papito,"Jan 6, 2024 · 12:34 AM UTC",relaxed,peaceful,NEUTRO,POSITIVO
@StoopsMss,Señor será que en esos artículos escondidos de la constitución podrías encontrarle marido estable a la que ya lleva cómo 5 por estos rumbos y ninguno le dura🤪🤣🤣🤣🤣🤣🤣🤣 #EchenmeElAvispero 🤣,"Jan 6, 2024 · 3:08 AM UTC",secure,peaceful,NEGATIVO,NEUTRO
@KnicksChile,"El mejor triunfo del año, los Sixers absolutamente domados. EL RANKING 1. IHart otra vez. 2. Brunson 3. Deuce BT: Randle cortó la racha de 20 ptos pero a quien le importa, estamos asi de ser contenders","Jan 6, 2024 · 3:07 AM UTC",successful,powerful,NEUTRO,POSITIVO
@ReniGuisolfo,Sigue existiendo gente buena y lo confirmo ahora que estoy en cervesia viendo al de seguridad darle comida a una nena que pedía,"Jan 6, 2024 · 3:31 AM UTC",confident,powerful,POSITIVO,POSITIVO
@Ijnwife,"pero weon la cruz verde no tiene stock online de nada, todo agotado que chucha","Jan 6, 2024 · 3:16 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@RominaRoc330,Sino te apreciara tanto te daría un beso que te haría temblar. Como yo te aprecio mucho te lo voy a dar igual 💋,"Jan 6, 2024 · 3:16 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@LeAviles85,"A los de JxC, y ""Periodistas"" que estan defendiendo y justificamdo este robo y ataque desvergonzado a la gente, hay que dejarles claro, que de esta NO se vuelve nunca mas. #NoLaVen , #LaCastaErasVos","Jan 4, 2024 · 9:50 AM UTC",daring,joyful,NEGATIVO,POSITIVO
@Tiagok2w,"✨️Será que viajo pa alla? Quedarme un mes? Me están convencido de ir, Necesito pensar en los gastos, mi estadia y donde quedarme.🕐✨️","Jan 6, 2024 · 2:58 AM UTC",confident,powerful,NEUTRO,POSITIVO
@Hxtaru_,"Pero le dije que la quería solo que tenía miedo por ser un perro... La esperanza de vida y todas esas cosas. No la mentiría, si se viera fea se lo diría.  —Extrañado pulsó la foto para pedirles, tanto para ella como para él, le daba curiosidad.—  Sí, no imaginé que fueran »","Jan 6, 2024 · 12:36 AM UTC",surprised,powerful,NEUTRO,POSITIVO
@Peluguete,"Una vacuna contra el #doxing es ser un tanto desvergonzado, pero que no se les pase la mano, recuerden que solo es un nivel de desvergüenza suficiente para no sufrir un desbalance emocional severo ante la amenaza de cualquier pendejx que se cree la virtud en dos patas.","Jan 4, 2024 · 7:51 PM UTC",daring,joyful,NEGATIVO,NEUTRO
@vxlentina21,"estoy segurisima que en algún momento todo deja de doler, por ahora no pero en algún momento seguro que si","Jan 6, 2024 · 3:34 AM UTC",secure,peaceful,NEUTRO,POSITIVO
@mantequilla367,pulgarcito pulgar lexema c morfema afijo interfijo ito morfema afijo sujijo apreciativo diminutivo,"Dec 10, 2023 · 12:53 PM UTC",thankful,peaceful,NEUTRO,NEUTRO
@YolandaSultanaH,CÁNCER: Cualquier acción que implique traicionar sus valores debe ser rechazado por usted. Cuidado con los futuro problemas de motricidad por culpa del sedentarismo. Tiene que lograr ese ascenso y para esto es importante mostrar todo su empeño.,"Jan 6, 2024 · 3:11 AM UTC",isolated,sad,NEGATIVO,NEGATIVO
@daanipala99,"Llevo tiempo sin aguantar malas actitudes o malas contestaciones. Pensé que estaba irascible, pero es amor propio y así seguirá","Jan 5, 2024 · 4:41 PM UTC",irritated,mad,NEGATIVO,NEGATIVO
@martubaez_,viernes 23:58  me puse a jugar al solitario se viene un nochon,"Jan 6, 2024 · 2:58 AM UTC",isolated,sad,POSITIVO,NEGATIVO
@natite_,Cada tanto me acuerdo de que nos gobierna Javier Milei y me empiezo a reír sola de incredulidad,"Jan 4, 2024 · 8:44 PM UTC",surprised,powerful,NEGATIVO,POSITIVO
@Exasperante__,Jaja me colgué con que tengo que ir a trabajar y estoy en toalla mirando cada 10min la fila del Movistar arena de Floricienta jajajajajaj   UPS llego tarde,"Jan 5, 2024 · 4:36 PM UTC",irritated,mad,NEGATIVO,NEGATIVO
